random	SNP_n	lncRNA_n
lncrna_rsid8608.bed	20	23
lncrna_rsid8609.bed	16	19
lncrna_rsid8610.bed	19	22
lncrna_rsid8611.bed	23	33
lncrna_rsid8612.bed	18	35
lncrna_rsid8613.bed	26	38
lncrna_rsid8614.bed	22	30
lncrna_rsid8615.bed	22	27
lncrna_rsid8616.bed	12	14
lncrna_rsid8617.bed	14	18
lncrna_rsid8618.bed	15	21
lncrna_rsid8619.bed	20	25
lncrna_rsid8620.bed	16	23
lncrna_rsid8621.bed	30	44
lncrna_rsid8622.bed	13	14
lncrna_rsid8623.bed	21	35
lncrna_rsid8624.bed	26	42
lncrna_rsid8625.bed	20	33
lncrna_rsid8626.bed	24	34
lncrna_rsid8627.bed	20	31
lncrna_rsid8628.bed	23	56
lncrna_rsid8629.bed	29	33
lncrna_rsid8630.bed	19	25
lncrna_rsid8631.bed	18	26
lncrna_rsid8632.bed	14	16
lncrna_rsid8633.bed	24	39
lncrna_rsid8634.bed	19	35
lncrna_rsid8635.bed	18	25
lncrna_rsid8636.bed	18	34
lncrna_rsid8637.bed	21	25
lncrna_rsid8638.bed	19	31
lncrna_rsid8639.bed	31	49
lncrna_rsid8640.bed	23	29
lncrna_rsid8641.bed	20	21
lncrna_rsid8642.bed	15	19
lncrna_rsid8643.bed	21	26
lncrna_rsid8644.bed	8	13
lncrna_rsid8645.bed	23	27
lncrna_rsid8646.bed	22	30
lncrna_rsid8647.bed	15	20
lncrna_rsid8648.bed	21	33
lncrna_rsid8649.bed	10	12
lncrna_rsid8650.bed	21	34
lncrna_rsid8651.bed	18	30
lncrna_rsid8652.bed	15	23
lncrna_rsid8653.bed	30	42
lncrna_rsid8654.bed	23	37
lncrna_rsid8655.bed	14	17
lncrna_rsid8656.bed	27	34
lncrna_rsid8657.bed	30	41
lncrna_rsid8658.bed	14	25
lncrna_rsid8659.bed	20	29
lncrna_rsid8660.bed	17	24
lncrna_rsid8661.bed	15	26
lncrna_rsid8662.bed	25	38
lncrna_rsid8663.bed	20	27
lncrna_rsid8664.bed	26	38
lncrna_rsid8665.bed	22	30
lncrna_rsid8666.bed	24	43
lncrna_rsid8667.bed	17	34
lncrna_rsid8668.bed	18	31
lncrna_rsid8669.bed	21	34
lncrna_rsid8670.bed	21	29
lncrna_rsid8671.bed	18	21
lncrna_rsid8672.bed	22	33
lncrna_rsid8673.bed	22	31
lncrna_rsid8674.bed	15	23
lncrna_rsid8675.bed	21	29
lncrna_rsid8676.bed	13	16
lncrna_rsid8677.bed	17	17
lncrna_rsid8678.bed	14	18
lncrna_rsid8679.bed	16	24
lncrna_rsid8680.bed	20	32
lncrna_rsid8681.bed	19	27
lncrna_rsid8682.bed	22	30
lncrna_rsid8683.bed	23	33
lncrna_rsid8684.bed	20	32
lncrna_rsid8685.bed	19	21
lncrna_rsid8686.bed	21	22
lncrna_rsid8687.bed	13	27
lncrna_rsid8688.bed	26	43
lncrna_rsid8689.bed	20	54
lncrna_rsid8690.bed	17	18
lncrna_rsid8691.bed	19	27
lncrna_rsid8692.bed	26	45
lncrna_rsid8693.bed	18	29
lncrna_rsid8694.bed	20	28
lncrna_rsid8695.bed	25	31
lncrna_rsid8696.bed	16	25
lncrna_rsid8697.bed	25	30
lncrna_rsid8698.bed	26	46
lncrna_rsid8699.bed	21	29
lncrna_rsid8700.bed	21	30
lncrna_rsid8701.bed	17	24
lncrna_rsid8702.bed	23	34
lncrna_rsid8703.bed	14	23
lncrna_rsid8704.bed	16	21
lncrna_rsid8705.bed	12	13
lncrna_rsid8706.bed	24	34
lncrna_rsid8707.bed	15	17
lncrna_rsid8708.bed	26	32
lncrna_rsid8709.bed	20	23
lncrna_rsid8710.bed	13	15
lncrna_rsid8711.bed	17	22
lncrna_rsid8712.bed	23	37
lncrna_rsid8713.bed	15	16
lncrna_rsid8714.bed	17	21
lncrna_rsid8715.bed	22	28
lncrna_rsid8716.bed	20	28
lncrna_rsid8717.bed	25	38
lncrna_rsid8718.bed	21	29
lncrna_rsid8719.bed	23	31
lncrna_rsid8720.bed	23	27
lncrna_rsid8721.bed	17	19
lncrna_rsid8722.bed	30	35
lncrna_rsid8723.bed	26	32
lncrna_rsid8724.bed	19	28
lncrna_rsid8725.bed	24	36
lncrna_rsid8726.bed	18	21
lncrna_rsid8727.bed	26	32
lncrna_rsid8728.bed	23	39
lncrna_rsid8729.bed	16	19
lncrna_rsid8730.bed	19	27
lncrna_rsid8731.bed	27	42
lncrna_rsid8732.bed	20	23
lncrna_rsid8733.bed	22	39
lncrna_rsid8734.bed	26	35
lncrna_rsid8735.bed	18	50
lncrna_rsid8736.bed	28	48
lncrna_rsid8737.bed	23	33
lncrna_rsid8738.bed	22	26
lncrna_rsid8739.bed	21	29
lncrna_rsid8740.bed	20	23
lncrna_rsid8741.bed	31	36
lncrna_rsid8742.bed	22	25
lncrna_rsid8743.bed	17	20
lncrna_rsid8744.bed	19	21
lncrna_rsid8745.bed	24	25
lncrna_rsid8746.bed	31	47
lncrna_rsid8747.bed	20	27
lncrna_rsid8748.bed	17	28
lncrna_rsid8749.bed	21	28
lncrna_rsid8750.bed	19	24
lncrna_rsid8751.bed	16	20
lncrna_rsid8752.bed	19	20
lncrna_rsid8753.bed	15	25
lncrna_rsid8754.bed	23	29
lncrna_rsid8755.bed	24	26
lncrna_rsid8756.bed	21	29
lncrna_rsid8757.bed	12	15
lncrna_rsid8758.bed	27	32
lncrna_rsid8759.bed	26	41
lncrna_rsid8760.bed	20	28
lncrna_rsid8761.bed	18	21
lncrna_rsid8762.bed	25	45
lncrna_rsid8763.bed	29	55
lncrna_rsid8764.bed	16	17
lncrna_rsid8765.bed	22	35
lncrna_rsid8766.bed	26	40
lncrna_rsid8767.bed	16	21
lncrna_rsid8768.bed	18	22
lncrna_rsid8769.bed	19	24
lncrna_rsid8770.bed	16	17
lncrna_rsid8771.bed	28	36
lncrna_rsid8772.bed	26	30
lncrna_rsid8773.bed	22	26
lncrna_rsid8774.bed	12	14
lncrna_rsid8775.bed	18	21
lncrna_rsid8776.bed	25	38
lncrna_rsid8777.bed	20	27
lncrna_rsid8778.bed	19	24
lncrna_rsid8779.bed	21	31
lncrna_rsid8780.bed	16	24
lncrna_rsid8781.bed	19	27
lncrna_rsid8782.bed	13	17
lncrna_rsid8783.bed	19	29
lncrna_rsid8784.bed	22	35
lncrna_rsid8785.bed	20	26
lncrna_rsid8786.bed	24	35
lncrna_rsid8787.bed	17	21
lncrna_rsid8788.bed	15	21
lncrna_rsid8789.bed	20	28
lncrna_rsid8790.bed	17	21
lncrna_rsid8791.bed	27	44
lncrna_rsid8792.bed	18	32
lncrna_rsid8793.bed	17	21
lncrna_rsid8794.bed	27	31
lncrna_rsid8795.bed	13	21
lncrna_rsid8796.bed	34	52
lncrna_rsid8797.bed	25	32
lncrna_rsid8798.bed	23	28
lncrna_rsid8799.bed	23	25
lncrna_rsid8800.bed	17	31
lncrna_rsid8801.bed	19	31
lncrna_rsid8802.bed	21	27
lncrna_rsid8803.bed	22	31
lncrna_rsid8804.bed	20	22
lncrna_rsid8805.bed	20	33
lncrna_rsid8806.bed	16	20
lncrna_rsid8807.bed	22	31
lncrna_rsid8808.bed	19	34
lncrna_rsid8809.bed	23	32
lncrna_rsid8810.bed	23	28
lncrna_rsid8811.bed	10	14
lncrna_rsid8812.bed	16	26
lncrna_rsid8813.bed	14	17
lncrna_rsid8814.bed	26	29
lncrna_rsid8815.bed	21	32
lncrna_rsid8816.bed	14	15
lncrna_rsid8817.bed	18	27
lncrna_rsid8818.bed	22	26
lncrna_rsid8819.bed	23	31
lncrna_rsid8820.bed	24	29
lncrna_rsid8821.bed	18	41
lncrna_rsid8822.bed	21	29
lncrna_rsid8823.bed	19	23
lncrna_rsid8824.bed	25	42
lncrna_rsid8825.bed	20	27
lncrna_rsid8826.bed	26	33
lncrna_rsid8827.bed	26	38
lncrna_rsid8828.bed	21	26
lncrna_rsid8829.bed	23	35
lncrna_rsid8830.bed	14	14
lncrna_rsid8831.bed	18	26
lncrna_rsid8832.bed	23	45
lncrna_rsid8833.bed	26	48
lncrna_rsid8834.bed	24	34
lncrna_rsid8835.bed	26	35
lncrna_rsid8836.bed	23	27
lncrna_rsid8837.bed	16	27
lncrna_rsid8838.bed	14	19
lncrna_rsid8839.bed	18	25
lncrna_rsid8840.bed	26	30
lncrna_rsid8841.bed	30	39
lncrna_rsid8842.bed	27	35
lncrna_rsid8843.bed	22	33
lncrna_rsid8844.bed	18	31
lncrna_rsid8845.bed	27	45
lncrna_rsid8846.bed	16	20
lncrna_rsid8847.bed	19	25
lncrna_rsid8848.bed	15	18
lncrna_rsid8849.bed	21	27
lncrna_rsid8850.bed	16	22
lncrna_rsid8851.bed	16	21
lncrna_rsid8852.bed	17	23
lncrna_rsid8853.bed	21	27
lncrna_rsid8854.bed	21	34
lncrna_rsid8855.bed	24	37
lncrna_rsid8856.bed	25	35
lncrna_rsid8857.bed	20	28
lncrna_rsid8858.bed	18	23
lncrna_rsid8859.bed	12	17
lncrna_rsid8860.bed	18	23
lncrna_rsid8861.bed	27	41
lncrna_rsid8862.bed	16	22
lncrna_rsid8863.bed	27	32
lncrna_rsid8864.bed	21	36
lncrna_rsid8865.bed	21	24
lncrna_rsid8866.bed	28	43
lncrna_rsid8867.bed	27	36
lncrna_rsid8868.bed	24	29
lncrna_rsid8869.bed	25	29
lncrna_rsid8870.bed	23	28
lncrna_rsid8871.bed	21	24
lncrna_rsid8872.bed	21	27
lncrna_rsid8873.bed	27	42
lncrna_rsid8874.bed	20	29
lncrna_rsid8875.bed	19	27
lncrna_rsid8876.bed	22	34
lncrna_rsid8877.bed	21	23
lncrna_rsid8878.bed	18	27
lncrna_rsid8879.bed	23	32
lncrna_rsid8880.bed	31	40
lncrna_rsid8881.bed	19	26
lncrna_rsid8882.bed	27	45
lncrna_rsid8883.bed	12	15
lncrna_rsid8884.bed	25	30
lncrna_rsid8885.bed	20	24
lncrna_rsid8886.bed	21	25
lncrna_rsid8887.bed	17	27
lncrna_rsid8888.bed	25	29
lncrna_rsid8889.bed	19	38
lncrna_rsid8890.bed	20	27
lncrna_rsid8891.bed	25	40
lncrna_rsid8892.bed	21	23
lncrna_rsid8893.bed	22	34
lncrna_rsid8894.bed	16	17
lncrna_rsid8895.bed	23	31
lncrna_rsid8896.bed	18	27
lncrna_rsid8897.bed	19	36
lncrna_rsid8898.bed	26	32
lncrna_rsid8899.bed	16	25
lncrna_rsid8900.bed	21	27
lncrna_rsid8901.bed	16	39
lncrna_rsid8902.bed	12	18
lncrna_rsid8903.bed	25	29
lncrna_rsid8904.bed	19	22
lncrna_rsid8905.bed	34	47
lncrna_rsid8906.bed	25	29
lncrna_rsid8907.bed	21	40
lncrna_rsid8908.bed	25	38
lncrna_rsid8909.bed	23	31
lncrna_rsid8910.bed	15	17
lncrna_rsid8911.bed	14	28
lncrna_rsid8912.bed	17	21
lncrna_rsid8913.bed	22	30
lncrna_rsid8914.bed	17	20
lncrna_rsid8915.bed	19	22
lncrna_rsid8916.bed	22	32
lncrna_rsid8917.bed	20	25
lncrna_rsid8918.bed	24	35
lncrna_rsid8919.bed	16	20
lncrna_rsid8920.bed	19	22
lncrna_rsid8921.bed	22	27
lncrna_rsid8922.bed	19	27
lncrna_rsid8923.bed	25	30
lncrna_rsid8924.bed	13	21
lncrna_rsid8925.bed	17	31
lncrna_rsid8926.bed	10	16
lncrna_rsid8927.bed	15	18
lncrna_rsid8928.bed	17	24
lncrna_rsid8929.bed	26	38
lncrna_rsid8930.bed	12	14
lncrna_rsid8931.bed	22	41
lncrna_rsid8932.bed	20	21
lncrna_rsid8933.bed	27	42
lncrna_rsid8934.bed	20	24
lncrna_rsid8935.bed	13	23
lncrna_rsid8936.bed	19	25
lncrna_rsid8937.bed	25	29
lncrna_rsid8938.bed	30	34
lncrna_rsid8939.bed	23	36
lncrna_rsid8940.bed	18	41
lncrna_rsid8941.bed	22	27
lncrna_rsid8942.bed	15	28
lncrna_rsid8943.bed	24	35
lncrna_rsid8944.bed	29	38
lncrna_rsid8945.bed	22	34
lncrna_rsid8946.bed	29	33
lncrna_rsid8947.bed	22	32
lncrna_rsid8948.bed	13	14
lncrna_rsid8949.bed	19	35
lncrna_rsid8950.bed	16	19
lncrna_rsid8951.bed	22	48
lncrna_rsid8952.bed	21	33
lncrna_rsid8953.bed	18	21
lncrna_rsid8954.bed	22	42
lncrna_rsid8955.bed	24	31
lncrna_rsid8956.bed	17	23
lncrna_rsid8957.bed	23	31
lncrna_rsid8958.bed	25	39
lncrna_rsid8959.bed	26	48
lncrna_rsid8960.bed	24	42
lncrna_rsid8961.bed	14	16
lncrna_rsid8962.bed	19	30
lncrna_rsid8963.bed	25	37
lncrna_rsid8964.bed	20	44
lncrna_rsid8965.bed	22	24
lncrna_rsid8966.bed	21	24
lncrna_rsid8967.bed	15	21
lncrna_rsid8968.bed	16	23
lncrna_rsid8969.bed	27	41
lncrna_rsid8970.bed	22	38
lncrna_rsid8971.bed	25	32
lncrna_rsid8972.bed	22	30
lncrna_rsid8973.bed	19	26
lncrna_rsid8974.bed	19	25
lncrna_rsid8975.bed	20	29
lncrna_rsid8976.bed	18	45
lncrna_rsid8977.bed	26	36
lncrna_rsid8978.bed	18	20
lncrna_rsid8979.bed	19	22
lncrna_rsid8980.bed	27	32
lncrna_rsid8981.bed	16	22
lncrna_rsid8982.bed	12	35
lncrna_rsid8983.bed	21	32
lncrna_rsid8984.bed	13	24
lncrna_rsid8985.bed	28	32
lncrna_rsid8986.bed	15	24
lncrna_rsid8987.bed	29	38
lncrna_rsid8988.bed	13	20
lncrna_rsid8989.bed	16	21
lncrna_rsid8990.bed	16	21
lncrna_rsid8991.bed	25	41
lncrna_rsid8992.bed	13	16
lncrna_rsid8993.bed	17	21
lncrna_rsid8994.bed	17	23
lncrna_rsid8995.bed	22	28
lncrna_rsid8996.bed	22	34
lncrna_rsid8997.bed	20	23
lncrna_rsid8998.bed	15	23
lncrna_rsid8999.bed	20	28
lncrna_rsid9000.bed	24	32
lncrna_rsid9001.bed	25	36
lncrna_rsid9002.bed	25	26
lncrna_rsid9003.bed	24	32
lncrna_rsid9004.bed	13	18
lncrna_rsid9005.bed	22	33
lncrna_rsid9006.bed	23	28
lncrna_rsid9007.bed	15	18
lncrna_rsid9008.bed	25	30
lncrna_rsid9009.bed	24	40
lncrna_rsid9010.bed	28	36
lncrna_rsid9011.bed	30	35
lncrna_rsid9012.bed	23	26
lncrna_rsid9013.bed	25	35
lncrna_rsid9014.bed	16	19
lncrna_rsid9015.bed	20	51
lncrna_rsid9016.bed	28	33
lncrna_rsid9017.bed	19	32
lncrna_rsid9018.bed	21	29
lncrna_rsid9019.bed	20	23
lncrna_rsid9020.bed	21	31
lncrna_rsid9021.bed	22	25
lncrna_rsid9022.bed	27	47
lncrna_rsid9023.bed	27	31
lncrna_rsid9024.bed	19	26
lncrna_rsid9025.bed	30	48
lncrna_rsid9026.bed	21	27
lncrna_rsid9027.bed	21	32
lncrna_rsid9028.bed	16	20
lncrna_rsid9029.bed	21	29
lncrna_rsid9030.bed	15	22
lncrna_rsid9031.bed	20	24
lncrna_rsid9032.bed	20	34
lncrna_rsid9033.bed	15	16
lncrna_rsid9034.bed	23	27
lncrna_rsid9035.bed	18	26
lncrna_rsid9036.bed	17	17
lncrna_rsid9037.bed	14	16
lncrna_rsid9038.bed	21	35
lncrna_rsid9039.bed	15	19
lncrna_rsid9040.bed	21	25
lncrna_rsid9041.bed	18	24
lncrna_rsid9042.bed	9	9
lncrna_rsid9043.bed	20	26
lncrna_rsid9044.bed	19	30
lncrna_rsid9045.bed	29	39
lncrna_rsid9046.bed	24	28
lncrna_rsid9047.bed	22	30
lncrna_rsid9048.bed	26	31
lncrna_rsid9049.bed	26	59
lncrna_rsid9050.bed	21	29
lncrna_rsid9051.bed	26	35
lncrna_rsid9052.bed	24	32
lncrna_rsid9053.bed	18	21
lncrna_rsid9054.bed	21	26
lncrna_rsid9055.bed	21	33
lncrna_rsid9056.bed	28	31
lncrna_rsid9057.bed	21	24
lncrna_rsid9058.bed	23	30
lncrna_rsid9059.bed	18	26
lncrna_rsid9060.bed	18	24
lncrna_rsid9061.bed	18	23
lncrna_rsid9062.bed	18	21
lncrna_rsid9063.bed	21	26
lncrna_rsid9064.bed	20	35
lncrna_rsid9065.bed	22	29
lncrna_rsid9066.bed	20	30
lncrna_rsid9067.bed	26	33
lncrna_rsid9068.bed	25	48
lncrna_rsid9069.bed	21	29
lncrna_rsid9070.bed	18	19
lncrna_rsid9071.bed	15	16
lncrna_rsid9072.bed	14	20
lncrna_rsid9073.bed	24	33
lncrna_rsid9074.bed	18	19
lncrna_rsid9075.bed	21	30
lncrna_rsid9076.bed	21	29
lncrna_rsid9077.bed	29	36
lncrna_rsid9078.bed	29	37
lncrna_rsid9079.bed	18	22
lncrna_rsid9080.bed	27	37
lncrna_rsid9081.bed	23	32
lncrna_rsid9082.bed	19	24
lncrna_rsid9083.bed	27	45
lncrna_rsid9084.bed	25	34
lncrna_rsid9085.bed	21	32
lncrna_rsid9086.bed	20	24
lncrna_rsid9087.bed	28	35
lncrna_rsid9088.bed	25	41
lncrna_rsid9089.bed	18	23
lncrna_rsid9090.bed	21	25
lncrna_rsid9091.bed	21	29
lncrna_rsid9092.bed	25	38
lncrna_rsid9093.bed	19	28
lncrna_rsid9094.bed	19	22
lncrna_rsid9095.bed	22	31
lncrna_rsid9096.bed	30	48
lncrna_rsid9097.bed	20	30
lncrna_rsid9098.bed	28	38
lncrna_rsid9099.bed	21	24
lncrna_rsid9100.bed	20	28
lncrna_rsid9101.bed	30	43
lncrna_rsid9102.bed	21	31
lncrna_rsid9103.bed	17	21
lncrna_rsid9104.bed	19	21
lncrna_rsid9105.bed	19	28
lncrna_rsid9106.bed	21	26
lncrna_rsid9107.bed	17	25
lncrna_rsid9108.bed	16	24
lncrna_rsid9109.bed	19	23
lncrna_rsid9110.bed	24	48
lncrna_rsid9111.bed	15	19
lncrna_rsid9112.bed	26	35
lncrna_rsid9113.bed	26	32
lncrna_rsid9114.bed	23	36
lncrna_rsid9115.bed	21	24
lncrna_rsid9116.bed	23	34
lncrna_rsid9117.bed	21	27
lncrna_rsid9118.bed	26	32
lncrna_rsid9119.bed	17	20
lncrna_rsid9120.bed	29	41
lncrna_rsid9121.bed	17	25
lncrna_rsid9122.bed	27	34
lncrna_rsid9123.bed	24	28
lncrna_rsid9124.bed	28	35
lncrna_rsid9125.bed	18	25
lncrna_rsid9126.bed	24	35
lncrna_rsid9127.bed	22	30
lncrna_rsid9128.bed	15	27
lncrna_rsid9129.bed	11	15
lncrna_rsid9130.bed	16	28
lncrna_rsid9131.bed	22	33
lncrna_rsid9132.bed	19	27
lncrna_rsid9133.bed	26	27
lncrna_rsid9134.bed	22	26
lncrna_rsid9135.bed	17	20
lncrna_rsid9136.bed	25	35
lncrna_rsid9137.bed	25	36
lncrna_rsid9138.bed	23	30
lncrna_rsid9139.bed	25	53
lncrna_rsid9140.bed	21	34
lncrna_rsid9141.bed	23	42
lncrna_rsid9142.bed	17	20
lncrna_rsid9143.bed	19	26
lncrna_rsid9144.bed	25	29
lncrna_rsid9145.bed	19	21
lncrna_rsid9146.bed	17	21
lncrna_rsid9147.bed	19	24
lncrna_rsid9148.bed	23	37
lncrna_rsid9149.bed	19	27
lncrna_rsid9150.bed	24	34
lncrna_rsid9151.bed	24	31
lncrna_rsid9152.bed	22	27
lncrna_rsid9153.bed	17	20
lncrna_rsid9154.bed	18	35
lncrna_rsid9155.bed	16	20
lncrna_rsid9156.bed	18	23
lncrna_rsid9157.bed	13	16
lncrna_rsid9158.bed	17	34
lncrna_rsid9159.bed	21	29
lncrna_rsid9160.bed	21	29
lncrna_rsid9161.bed	23	26
lncrna_rsid9162.bed	15	18
lncrna_rsid9163.bed	16	18
lncrna_rsid9164.bed	17	22
lncrna_rsid9165.bed	18	26
lncrna_rsid9166.bed	22	27
lncrna_rsid9167.bed	26	30
lncrna_rsid9168.bed	19	25
lncrna_rsid9169.bed	23	29
lncrna_rsid9170.bed	27	31
lncrna_rsid9171.bed	21	28
lncrna_rsid9172.bed	20	24
lncrna_rsid9173.bed	17	20
lncrna_rsid9174.bed	25	38
lncrna_rsid9175.bed	31	43
lncrna_rsid9176.bed	23	25
lncrna_rsid9177.bed	15	17
lncrna_rsid9178.bed	24	36
lncrna_rsid9179.bed	17	22
lncrna_rsid9180.bed	17	24
lncrna_rsid9181.bed	29	36
lncrna_rsid9182.bed	22	42
lncrna_rsid9183.bed	22	28
lncrna_rsid9184.bed	22	25
lncrna_rsid9185.bed	25	33
lncrna_rsid9186.bed	31	37
lncrna_rsid9187.bed	16	23
lncrna_rsid9188.bed	20	30
lncrna_rsid9189.bed	25	29
lncrna_rsid9190.bed	31	55
lncrna_rsid9191.bed	15	25
lncrna_rsid9192.bed	14	22
lncrna_rsid9193.bed	29	38
lncrna_rsid9194.bed	14	33
lncrna_rsid9195.bed	22	32
lncrna_rsid9196.bed	18	26
lncrna_rsid9197.bed	25	35
lncrna_rsid9198.bed	16	17
lncrna_rsid9199.bed	26	33
lncrna_rsid9200.bed	20	24
lncrna_rsid9201.bed	21	24
lncrna_rsid9202.bed	21	24
lncrna_rsid9203.bed	18	35
lncrna_rsid9204.bed	13	17
lncrna_rsid9205.bed	12	32
lncrna_rsid9206.bed	14	15
lncrna_rsid9207.bed	26	35
lncrna_rsid9208.bed	18	24
lncrna_rsid9209.bed	15	21
lncrna_rsid9210.bed	33	44
lncrna_rsid9211.bed	19	23
lncrna_rsid9212.bed	16	23
lncrna_rsid9213.bed	21	32
lncrna_rsid9214.bed	27	41
lncrna_rsid9215.bed	27	34
lncrna_rsid9216.bed	22	32
lncrna_rsid9217.bed	18	24
lncrna_rsid9218.bed	19	35
lncrna_rsid9219.bed	21	25
lncrna_rsid9220.bed	16	18
lncrna_rsid9221.bed	13	24
lncrna_rsid9222.bed	26	37
lncrna_rsid9223.bed	15	17
lncrna_rsid9224.bed	26	33
lncrna_rsid9225.bed	26	40
lncrna_rsid9226.bed	25	38
lncrna_rsid9227.bed	23	35
lncrna_rsid9228.bed	18	35
lncrna_rsid9229.bed	17	25
lncrna_rsid9230.bed	27	33
lncrna_rsid9231.bed	19	24
lncrna_rsid9232.bed	26	40
lncrna_rsid9233.bed	26	37
lncrna_rsid9234.bed	16	22
lncrna_rsid9235.bed	24	38
lncrna_rsid9236.bed	19	27
lncrna_rsid9237.bed	27	35
lncrna_rsid9238.bed	24	32
lncrna_rsid9239.bed	19	25
lncrna_rsid9240.bed	12	16
lncrna_rsid9241.bed	17	17
lncrna_rsid9242.bed	17	30
lncrna_rsid9243.bed	23	28
lncrna_rsid9244.bed	29	50
lncrna_rsid9245.bed	13	24
lncrna_rsid9246.bed	21	28
lncrna_rsid9247.bed	20	23
lncrna_rsid9248.bed	19	30
lncrna_rsid9249.bed	29	60
lncrna_rsid9250.bed	16	31
lncrna_rsid9251.bed	24	32
lncrna_rsid9252.bed	24	30
lncrna_rsid9253.bed	23	31
lncrna_rsid9254.bed	22	48
lncrna_rsid9255.bed	23	34
lncrna_rsid9256.bed	28	38
lncrna_rsid9257.bed	14	18
lncrna_rsid9258.bed	24	37
lncrna_rsid9259.bed	24	37
lncrna_rsid9260.bed	15	24
lncrna_rsid9261.bed	26	37
lncrna_rsid9262.bed	29	33
lncrna_rsid9263.bed	20	22
lncrna_rsid9264.bed	17	22
lncrna_rsid9265.bed	20	30
lncrna_rsid9266.bed	26	34
lncrna_rsid9267.bed	19	26
lncrna_rsid9268.bed	18	31
lncrna_rsid9269.bed	21	23
lncrna_rsid9270.bed	19	26
lncrna_rsid9271.bed	26	34
lncrna_rsid9272.bed	17	20
lncrna_rsid9273.bed	20	27
lncrna_rsid9274.bed	18	21
lncrna_rsid9275.bed	20	22
lncrna_rsid9276.bed	26	44
lncrna_rsid9277.bed	16	18
lncrna_rsid9278.bed	24	26
lncrna_rsid9279.bed	21	39
lncrna_rsid9280.bed	26	29
lncrna_rsid9281.bed	22	23
lncrna_rsid9282.bed	13	13
lncrna_rsid9283.bed	27	45
lncrna_rsid9284.bed	15	21
lncrna_rsid9285.bed	19	28
lncrna_rsid9286.bed	25	38
lncrna_rsid9287.bed	17	18
lncrna_rsid9288.bed	21	28
lncrna_rsid9289.bed	24	32
lncrna_rsid9290.bed	25	36
lncrna_rsid9291.bed	21	28
lncrna_rsid9292.bed	20	30
lncrna_rsid9293.bed	18	26
lncrna_rsid9294.bed	27	31
lncrna_rsid9295.bed	17	35
lncrna_rsid9296.bed	27	34
lncrna_rsid9297.bed	25	41
lncrna_rsid9298.bed	21	28
lncrna_rsid9299.bed	13	14
lncrna_rsid9300.bed	15	28
lncrna_rsid9301.bed	25	29
lncrna_rsid9302.bed	26	50
lncrna_rsid9303.bed	19	35
lncrna_rsid9304.bed	22	42
lncrna_rsid9305.bed	22	31
lncrna_rsid9306.bed	25	32
lncrna_rsid9307.bed	22	30
lncrna_rsid9308.bed	16	22
lncrna_rsid9309.bed	26	38
lncrna_rsid9310.bed	21	27
lncrna_rsid9311.bed	25	41
lncrna_rsid9312.bed	19	24
lncrna_rsid9313.bed	20	28
lncrna_rsid9314.bed	23	32
lncrna_rsid9315.bed	26	38
lncrna_rsid9316.bed	16	18
lncrna_rsid9317.bed	19	33
lncrna_rsid9318.bed	17	18
lncrna_rsid9319.bed	21	25
lncrna_rsid9320.bed	16	35
lncrna_rsid9321.bed	21	25
lncrna_rsid9322.bed	14	14
lncrna_rsid9323.bed	14	18
lncrna_rsid9324.bed	26	42
lncrna_rsid9325.bed	19	32
lncrna_rsid9326.bed	18	20
lncrna_rsid9327.bed	16	20
lncrna_rsid9328.bed	21	24
lncrna_rsid9329.bed	22	26
lncrna_rsid9330.bed	22	39
lncrna_rsid9331.bed	21	26
lncrna_rsid9332.bed	14	19
lncrna_rsid9333.bed	23	31
lncrna_rsid9334.bed	17	23
lncrna_rsid9335.bed	34	57
lncrna_rsid9336.bed	18	27
lncrna_rsid9337.bed	23	38
lncrna_rsid9338.bed	27	31
lncrna_rsid9339.bed	21	30
lncrna_rsid9340.bed	17	20
lncrna_rsid9341.bed	20	24
lncrna_rsid9342.bed	29	40
lncrna_rsid9343.bed	16	21
lncrna_rsid9344.bed	30	48
lncrna_rsid9345.bed	18	33
lncrna_rsid9346.bed	17	19
lncrna_rsid9347.bed	22	30
lncrna_rsid9348.bed	26	38
lncrna_rsid9349.bed	24	29
lncrna_rsid9350.bed	24	30
lncrna_rsid9351.bed	18	27
lncrna_rsid9352.bed	13	14
lncrna_rsid9353.bed	15	16
lncrna_rsid9354.bed	27	38
lncrna_rsid9355.bed	19	29
lncrna_rsid9356.bed	18	25
lncrna_rsid9357.bed	14	21
lncrna_rsid9358.bed	21	22
lncrna_rsid9359.bed	16	23
lncrna_rsid9360.bed	24	29
lncrna_rsid9361.bed	32	52
lncrna_rsid9362.bed	19	32
lncrna_rsid9363.bed	25	32
lncrna_rsid9364.bed	17	25
lncrna_rsid9365.bed	13	13
lncrna_rsid9366.bed	18	22
lncrna_rsid9367.bed	17	24
lncrna_rsid9368.bed	21	22
lncrna_rsid9369.bed	18	21
lncrna_rsid9370.bed	21	46
lncrna_rsid9371.bed	14	17
lncrna_rsid9372.bed	18	23
lncrna_rsid9373.bed	22	27
lncrna_rsid9374.bed	17	24
lncrna_rsid9375.bed	18	20
lncrna_rsid9376.bed	18	28
lncrna_rsid9377.bed	22	31
lncrna_rsid9378.bed	19	33
lncrna_rsid9379.bed	21	28
lncrna_rsid9380.bed	21	26
lncrna_rsid9381.bed	19	23
lncrna_rsid9382.bed	19	25
lncrna_rsid9383.bed	21	30
